start_event_idx,end_event_idx,start_n,end_n,length_events,max_gap,sum_gap,mean_abs_y,branch_types
10244,10244,9649088,9649088,1,154,154,5.036953,{0: np.int64(1)}
7328,7328,5126389,5126389,1,2,2,0.693147,{1: np.int64(1)}
10240,10240,9648474,9648474,1,332,332,5.805135,{0: np.int64(1)}
10233,10233,9646951,9646951,1,186,186,5.225747,{0: np.int64(1)}
7314,7314,5121128,5121128,1,1572,1572,7.360104,{0: np.int64(1)}
7316,7316,5121697,5121697,1,568,568,6.342121,{1: np.int64(1)}
7318,7318,5121831,5121831,1,133,133,4.890349,{1: np.int64(1)}
10229,10229,9646762,9646762,1,110,110,4.70048,{1: np.int64(1)}
10226,10226,9646650,9646650,1,1226,1226,7.111512,{0: np.int64(1)}
7326,7326,5126386,5126386,1,2,2,0.693147,{0: np.int64(1)}
10242,10242,9648933,9648933,1,458,458,6.126869,{1: np.int64(1)}
10018,10018,9297272,9297272,1,1260,1260,7.138867,{0: np.int64(1)}
10024,10024,9297996,9297996,1,244,244,5.497168,{0: np.int64(1)}
10027,10027,9299066,9299066,1,1068,1068,6.973543,{1: np.int64(1)}
10030,10030,9300138,9300138,1,1070,1070,6.975414,{0: np.int64(1)}
10033,10033,9300170,9300170,1,30,30,3.401197,{1: np.int64(1)}
10037,10037,9300227,9300227,1,54,54,3.988984,{0: np.int64(1)}
10041,10041,9303734,9303734,1,3504,3504,8.16166,{1: np.int64(1)}
7520,7520,5235253,5235253,1,290,290,5.669881,{1: np.int64(1)}
7518,7518,5234962,5234962,1,10,10,2.302585,{0: np.int64(1)}
10044,10044,9307180,9307180,1,3444,3444,8.144389,{0: np.int64(1)}
10047,10047,9307724,9307724,1,542,542,6.295266,{1: np.int64(1)}
7512,7512,5234649,5234649,1,208,208,5.337538,{1: np.int64(1)}
7420,7420,5164504,5164504,1,576,576,6.356108,{0: np.int64(1)}
7504,7504,5232515,5232515,1,918,918,6.822197,{1: np.int64(1)}
7502,7502,5231596,5231596,1,182,182,5.204007,{0: np.int64(1)}
10051,10051,9308633,9308633,1,906,906,6.809039,{0: np.int64(1)}
10063,10063,9320289,9320289,1,388,388,5.961005,{0: np.int64(1)}
7492,7492,5227007,5227007,1,1178,1178,7.071573,{1: np.int64(1)}
10070,10070,9348304,9348304,1,8414,8414,9.037652,{0: np.int64(1)}
7490,7490,5225828,5225828,1,542,542,6.295266,{0: np.int64(1)}
10080,10080,9409818,9409818,1,1186,1186,7.078342,{0: np.int64(1)}
10086,10086,9420004,9420004,1,3072,3072,8.030084,{0: np.int64(1)}
10099,10099,9468649,9468649,1,132,132,4.882802,{0: np.int64(1)}
10101,10101,9480828,9480828,1,12178,12178,9.407386,{1: np.int64(1)}
7460,7460,5193511,5193511,1,1134,1134,7.033506,{1: np.int64(1)}
7510,7510,5234440,5234440,1,94,94,4.543295,{0: np.int64(1)}
9985,9985,9285230,9285230,1,864,864,6.761573,{1: np.int64(1)}
7598,7598,5300718,5300718,1,1420,1420,7.258412,{0: np.int64(1)}
7596,7596,5299297,5299297,1,4256,4256,8.356085,{1: np.int64(1)}
7594,7594,5295040,5295040,1,2912,2912,7.976595,{0: np.int64(1)}
7592,7592,5292127,5292127,1,8736,8736,9.075208,{1: np.int64(1)}
7589,7589,5283389,5283389,1,2028,2028,7.614805,{0: np.int64(1)}
7586,7586,5281359,5281359,1,2026,2026,7.613819,{1: np.int64(1)}
7583,7583,5279331,5279331,1,3432,3432,8.140898,{0: np.int64(1)}
9988,9988,9286098,9286098,1,866,866,6.763885,{0: np.int64(1)}
7577,7577,5265609,5265609,1,2,2,0.693147,{0: np.int64(1)}
9994,9994,9287424,9287424,1,540,540,6.291569,{0: np.int64(1)}
7572,7572,5265230,5265230,1,42,42,3.73767,{0: np.int64(1)}
10015,10015,9296010,9296010,1,1258,1258,7.137278,{1: np.int64(1)}
7567,7567,5265145,5265145,1,320,320,5.768321,{0: np.int64(1)}
7565,7565,5264824,5264824,1,960,960,6.866933,{1: np.int64(1)}
7563,7563,5263863,5263863,1,126,126,4.836282,{0: np.int64(1)}
7561,7561,5263736,5263736,1,378,378,5.934894,{1: np.int64(1)}
9997,9997,9288920,9288920,1,1494,1494,7.309212,{1: np.int64(1)}
7559,7559,5263357,5263357,1,186,186,5.225747,{0: np.int64(1)}
10000,10000,9290418,9290418,1,1496,1496,7.31055,{0: np.int64(1)}
7551,7551,5261562,5261562,1,3254,3254,8.08764,{1: np.int64(1)}
7549,7549,5258307,5258307,1,3582,3582,8.183677,{0: np.int64(1)}
10003,10003,9291364,9291364,1,944,944,6.850126,{1: np.int64(1)}
10006,10006,9292312,9292312,1,946,946,6.852243,{0: np.int64(1)}
10012,10012,9294750,9294750,1,1174,1174,7.068172,{0: np.int64(1)}
7569,7569,5265186,5265186,1,40,40,3.688879,{1: np.int64(1)}
10202,10202,9633588,9633588,1,3110,3110,8.042378,{0: np.int64(1)}
7390,7390,5158124,5158124,1,428,428,6.059123,{0: np.int64(1)}
7388,7388,5157695,5157695,1,1285,1285,7.158514,{1: np.int64(1)}
7386,7386,5156409,5156409,1,3914,3914,8.272315,{1: np.int64(1)}
7384,7384,5152494,5152494,1,122,122,4.804021,{0: np.int64(1)}
10204,10204,9636355,9636355,1,2766,2766,7.925158,{1: np.int64(1)}
7374,7374,5150277,5150277,1,450,450,6.109248,{1: np.int64(1)}
7371,7371,5149825,5149825,1,76,76,4.330733,{0: np.int64(1)}
7368,7368,5149747,5149747,1,74,74,4.304065,{1: np.int64(1)}
7366,7366,5149672,5149672,1,418,418,6.035481,{0: np.int64(1)}
7364,7364,5149253,5149253,1,1250,1250,7.130899,{1: np.int64(1)}
7362,7362,5148002,5148002,1,380,380,5.940171,{0: np.int64(1)}
7458,7458,5192376,5192376,1,664,664,6.498282,{0: np.int64(1)}
10212,10212,9639837,9639837,1,496,496,6.206576,{1: np.int64(1)}
7358,7358,5146484,5146484,1,426,426,6.054439,{0: np.int64(1)}
7356,7356,5146057,5146057,1,1274,1274,7.149917,{1: np.int64(1)}
10215,10215,9640337,9640337,1,498,498,6.2106,{0: np.int64(1)}
7354,7354,5144782,5144782,1,170,170,5.135798,{0: np.int64(1)}
7352,7352,5144611,5144611,1,510,510,6.234411,{1: np.int64(1)}
7350,7350,5144100,5144100,1,70,70,4.248495,{0: np.int64(1)}
10218,10218,9641041,9641041,1,702,702,6.553933,{1: np.int64(1)}
10221,10221,9641747,9641747,1,704,704,6.556778,{0: np.int64(1)}
7340,7340,5141249,5141249,1,396,396,5.981414,{1: np.int64(1)}
7338,7338,5140852,5140852,1,802,802,6.687109,{0: np.int64(1)}
7333,7333,5133623,5133623,1,2824,2824,7.94591,{0: np.int64(1)}
7360,7360,5147621,5147621,1,1136,1136,7.035269,{1: np.int64(1)}
10103,10103,9484889,9484889,1,4060,4060,8.308938,{0: np.int64(1)}
7453,7453,5183501,5183501,1,194,194,5.267858,{0: np.int64(1)}
10105,10105,9485248,9485248,1,358,358,5.880533,{1: np.int64(1)}
10108,10108,9485610,9485610,1,360,360,5.886104,{0: np.int64(1)}
10111,10111,9486948,9486948,1,1336,1336,7.197435,{1: np.int64(1)}
10114,10114,9488288,9488288,1,1338,1338,7.198931,{0: np.int64(1)}
10130,10130,9513960,9513960,1,1208,1208,7.096721,{0: np.int64(1)}
10139,10139,9554593,9554593,1,3688,3688,8.21284,{0: np.int64(1)}
10141,10141,9556618,9556618,1,2024,2024,7.612831,{1: np.int64(1)}
10151,10151,9560749,9560749,1,342,342,5.834811,{0: np.int64(1)}
10153,10153,9563598,9563598,1,2848,2848,7.954372,{1: np.int64(1)}
10159,10159,9568457,9568457,1,596,596,6.390241,{0: np.int64(1)}
10196,10196,9617423,9617423,1,4124,4124,8.324579,{1: np.int64(1)}
10163,10163,9568913,9568913,1,114,114,4.736198,{0: np.int64(1)}
10165,10165,9569702,9569702,1,788,788,6.669498,{1: np.int64(1)}
7422,7422,5165959,5165959,1,1454,1454,7.282074,{1: np.int64(1)}
10167,10167,9569967,9569967,1,264,264,5.575949,{0: np.int64(1)}
7418,7418,5163927,5163927,1,1724,1724,7.452402,{1: np.int64(1)}
7416,7416,5162202,5162202,1,311,311,5.739793,{0: np.int64(1)}
10169,10169,9572446,9572446,1,2478,2478,7.815207,{1: np.int64(1)}
7413,7413,5161889,5161889,1,98,98,4.584967,{0: np.int64(1)}
7405,7405,5161216,5161216,1,282,282,5.641907,{1: np.int64(1)}
7403,7403,5160933,5160933,1,458,458,6.126869,{0: np.int64(1)}
10194,10194,9613298,9613298,1,850,850,6.745236,{0: np.int64(1)}
7397,7397,5159931,5159931,1,82,82,4.406719,{0: np.int64(1)}
10161,10161,9568798,9568798,1,340,340,5.828946,{1: np.int64(1)}
10788,10788,9958966,9958966,1,522,522,6.257668,{0: np.int64(1)}
6877,6877,4771479,4771479,1,2988,2988,8.00236,{0: np.int64(1)}
10794,10794,9960532,9960532,1,392,392,5.971262,{0: np.int64(1)}
6868,6868,4716475,4716475,1,10722,10722,9.280053,{1: np.int64(1)}
6866,6866,4705752,4705752,1,466,466,6.144186,{0: np.int64(1)}
6864,6864,4705285,4705285,1,1398,1398,7.242798,{1: np.int64(1)}
6862,6862,4703886,4703886,1,2244,2244,7.716015,{0: np.int64(1)}
6860,6860,4701641,4701641,1,6732,6732,8.814628,{1: np.int64(1)}
6858,6858,4694908,4694908,1,12020,12020,9.394327,{0: np.int64(1)}
6844,6844,4630597,4630597,1,204,204,5.31812,{1: np.int64(1)}
6842,6842,4630392,4630392,1,218,218,5.384495,{0: np.int64(1)}
6840,6840,4630173,4630173,1,650,650,6.476972,{1: np.int64(1)}
6838,6838,4629522,4629522,1,748,748,6.617403,{0: np.int64(1)}
10484,10484,9753343,9753343,1,4716,4716,8.458716,{1: np.int64(1)}
10806,10806,9970386,9970386,1,1558,1558,7.351158,{0: np.int64(1)}
6832,6832,4611019,4611019,1,4734,4734,8.462526,{1: np.int64(1)}
6830,6830,4606284,4606284,1,1446,1446,7.276556,{0: np.int64(1)}
6828,6828,4604837,4604837,1,4336,4336,8.374708,{1: np.int64(1)}
10813,10813,9970755,9970755,1,184,184,5.214936,{0: np.int64(1)}
6816,6816,4584690,4584690,1,16,16,2.772589,{0: np.int64(1)}
6813,6813,4584672,4584672,1,14,14,2.639057,{1: np.int64(1)}
6811,6811,4584657,4584657,1,340,340,5.828946,{0: np.int64(1)}
6808,6808,4584315,4584315,1,338,338,5.823046,{1: np.int64(1)}
6805,6805,4583975,4583975,1,608,608,6.410175,{0: np.int64(1)}
10820,10820,9972666,9972666,1,478,478,6.169611,{0: np.int64(1)}
6802,6802,4583365,4583365,1,606,606,6.40688,{1: np.int64(1)}
6799,6799,4582757,4582757,1,1690,1690,7.432484,{0: np.int64(1)}
10800,10800,9965298,9965298,1,1196,1196,7.086738,{0: np.int64(1)}
5,5,18,18,1,11,11,2.397895,{1: np.int64(1)}
6950,6950,4912169,4912169,1,5,5,1.609438,{1: np.int64(1)}
6948,6948,4912163,4912163,1,28,28,3.332205,{1: np.int64(1)}
6946,6946,4912134,4912134,1,80,80,4.382027,{0: np.int64(1)}
10770,10770,9949272,9949272,1,1566,1566,7.35628,{0: np.int64(1)}
6936,6936,4903845,4903845,1,8098,8098,8.999372,{1: np.int64(1)}
6934,6934,4895746,4895746,1,1870,1870,7.533694,{0: np.int64(1)}
6932,6932,4893875,4893875,1,5610,5610,8.632306,{1: np.int64(1)}
6930,6930,4888264,4888264,1,1040,1040,6.946976,{0: np.int64(1)}
6928,6928,4887223,4887223,1,3116,3116,8.044305,{1: np.int64(1)}
6926,6926,4884106,4884106,1,1190,1190,7.081709,{0: np.int64(1)}
6924,6924,4882915,4882915,1,3570,3570,8.180321,{1: np.int64(1)}
10776,10776,9951798,9951798,1,948,948,6.854355,{0: np.int64(1)}
6882,6882,4780566,4780566,1,1106,1106,7.008505,{0: np.int64(1)}
6912,6912,4842125,4842125,1,2304,2304,7.742402,{1: np.int64(1)}
6910,6910,4839820,4839820,1,2182,2182,7.687997,{0: np.int64(1)}
6908,6908,4837637,4837637,1,6544,6544,8.786304,{1: np.int64(1)}
6906,6906,4831092,4831092,1,2824,2824,7.94591,{0: np.int64(1)}
6904,6904,4828267,4828267,1,8472,8472,9.044522,{1: np.int64(1)}
6900,6900,4819792,4819792,1,400,400,5.991465,{0: np.int64(1)}
6898,6898,4819391,4819391,1,1201,1201,7.09091,{1: np.int64(1)}
6896,6896,4818189,4818189,1,6112,6112,8.718009,{1: np.int64(1)}
6894,6894,4812076,4812076,1,5474,5474,8.607765,{0: np.int64(1)}
6892,6892,4806601,4806601,1,16422,16422,9.706377,{1: np.int64(1)}
6890,6890,4790178,4790178,1,1956,1956,7.578657,{0: np.int64(1)}
6888,6888,4788221,4788221,1,5864,5864,8.676587,{1: np.int64(1)}
6886,6886,4782356,4782356,1,448,448,6.104793,{0: np.int64(1)}
6884,6884,4781907,4781907,1,1340,1340,7.200425,{1: np.int64(1)}
10782,10782,9957732,9957732,1,1486,1486,7.303843,{0: np.int64(1)}
51,51,465,465,1,12,12,2.484907,{0: np.int64(1)}
53,53,510,510,1,44,44,3.78419,{1: np.int64(1)}
55,55,527,527,1,16,16,2.772589,{0: np.int64(1)}
6694,6694,4527759,4527759,1,902,902,6.804615,{1: np.int64(1)}
57,57,676,676,1,148,148,4.997212,{1: np.int64(1)}
6691,6691,4526855,4526855,1,356,356,5.874931,{0: np.int64(1)}
6688,6688,4526497,4526497,1,354,354,5.869297,{1: np.int64(1)}
6685,6685,4526141,4526141,1,148,148,4.997212,{0: np.int64(1)}
6682,6682,4525991,4525991,1,146,146,4.983607,{1: np.int64(1)}
6679,6679,4525843,4525843,1,286,286,5.655992,{0: np.int64(1)}
6672,6672,4523279,4523279,1,5562,5562,8.623713,{1: np.int64(1)}
70,70,870,870,1,24,24,3.178054,{0: np.int64(1)}
72,72,985,985,1,114,114,4.736198,{1: np.int64(1)}
6796,6796,4581065,4581065,1,1688,1688,7.4313,{1: np.int64(1)}
6662,6662,4516339,4516339,1,1244,1244,7.126087,{1: np.int64(1)}
6660,6660,4515094,4515094,1,3262,3262,8.090096,{0: np.int64(1)}
76,76,1229,1229,1,200,200,5.298317,{1: np.int64(1)}
6658,6658,4511831,4511831,1,9782,9782,9.188299,{1: np.int64(1)}
6652,6652,4499843,4499843,1,7816,7816,8.963928,{1: np.int64(1)}
6649,6649,4492025,4492025,1,1146,1146,7.044033,{0: np.int64(1)}
87,87,1361,1361,1,12,12,2.484907,{0: np.int64(1)}
90,90,1411,1411,1,48,48,3.871201,{1: np.int64(1)}
6636,6636,4469893,4469893,1,3102,3102,8.039802,{1: np.int64(1)}
95,95,1811,1811,1,96,96,4.564348,{0: np.int64(1)}
6633,6633,4466789,4466789,1,664,664,6.498282,{0: np.int64(1)}
6630,6630,4466123,4466123,1,662,662,6.495266,{1: np.int64(1)}
97,97,1976,1976,1,164,164,5.099866,{1: np.int64(1)}
18,18,113,113,1,2,2,0.693147,{1: np.int64(1)}
74,74,1028,1028,1,42,42,3.73767,{0: np.int64(1)}
6793,6793,4579375,4579375,1,180,180,5.192957,{0: np.int64(1)}
6790,6790,4579193,4579193,1,178,178,5.181784,{1: np.int64(1)}
10826,10826,9976676,9976676,1,1034,1034,6.94119,{0: np.int64(1)}
6787,6787,4579013,4579013,1,340,340,5.828946,{0: np.int64(1)}
6784,6784,4578671,4578671,1,338,338,5.823046,{1: np.int64(1)}
10832,10832,9983582,9983582,1,2746,2746,7.917901,{0: np.int64(1)}
6774,6774,4574671,4574671,1,162,162,5.087596,{1: np.int64(1)}
6765,6765,4569291,4569291,1,464,464,6.139885,{0: np.int64(1)}
6762,6762,4568825,4568825,1,462,462,6.135565,{1: np.int64(1)}
6756,6756,4564885,4564885,1,465,465,6.142037,{1: np.int64(1)}
6754,6754,4564419,4564419,1,12998,12998,9.472551,{1: np.int64(1)}
6752,6752,4551420,4551420,1,390,390,5.966147,{0: np.int64(1)}
6746,6746,4546887,4546887,1,1486,1486,7.303843,{1: np.int64(1)}
6700,6700,4530003,4530003,1,1956,1956,7.578657,{1: np.int64(1)}
6742,6742,4543985,4543985,1,4238,4238,8.351847,{1: np.int64(1)}
6739,6739,4539745,4539745,1,50,50,3.912023,{0: np.int64(1)}
32,32,192,192,1,2,2,0.693147,{0: np.int64(1)}
6736,6736,4539693,4539693,1,48,48,3.871201,{1: np.int64(1)}
6734,6734,4539644,4539644,1,498,498,6.2106,{0: np.int64(1)}
40,40,306,306,1,18,18,2.890372,{0: np.int64(1)}
6720,6720,4534613,4534613,1,446,446,6.100319,{1: np.int64(1)}
6718,6718,4534166,4534166,1,594,594,6.386879,{0: np.int64(1)}
6716,6716,4533571,4533571,1,1780,1780,7.484369,{1: np.int64(1)}
6714,6714,4531790,4531790,1,108,108,4.682131,{0: np.int64(1)}
6712,6712,4531681,4531681,1,324,324,5.780744,{1: np.int64(1)}
6710,6710,4531356,4531356,1,18,18,2.890372,{0: np.int64(1)}
6708,6708,4531337,4531337,1,52,52,3.951244,{1: np.int64(1)}
6706,6706,4531284,4531284,1,84,84,4.430817,{0: np.int64(1)}
6744,6744,4545400,4545400,1,1414,1414,7.254178,{0: np.int64(1)}
10442,10442,9717821,9717821,1,11134,11134,9.317759,{1: np.int64(1)}
10444,10444,9721534,9721534,1,3712,3712,8.219326,{0: np.int64(1)}
10446,10446,9729249,9729249,1,7714,7714,8.950792,{1: np.int64(1)}
10448,10448,9731822,9731822,1,2572,2572,7.852439,{0: np.int64(1)}
10454,10454,9739464,9739464,1,3636,3636,8.198639,{0: np.int64(1)}
7144,7144,5057093,5057093,1,1448,1448,7.277939,{1: np.int64(1)}
7142,7142,5055644,5055644,1,608,608,6.410175,{0: np.int64(1)}
10460,10460,9741790,9741790,1,772,772,6.648985,{0: np.int64(1)}
7136,7136,5052413,5052413,1,1658,1658,7.413367,{1: np.int64(1)}
10463,10463,9742476,9742476,1,684,684,6.527958,{1: np.int64(1)}
10466,10466,9743164,9743164,1,686,686,6.530878,{0: np.int64(1)}
10472,10472,9744846,9744846,1,422,422,6.045005,{0: np.int64(1)}
10474,10474,9746035,9746035,1,1188,1188,7.080026,{1: np.int64(1)}
6956,6956,4929491,4929491,1,17294,17294,9.758115,{1: np.int64(1)}
10479,10479,9747528,9747528,1,1094,1094,6.997596,{1: np.int64(1)}
10482,10482,9748626,9748626,1,1096,1096,6.999422,{0: np.int64(1)}
9982,9982,9284364,9284364,1,192,192,5.257495,{0: np.int64(1)}
7134,7134,5050754,5050754,1,168,168,5.123964,{0: np.int64(1)}
10486,10486,9754916,9754916,1,1572,1572,7.360104,{0: np.int64(1)}
7132,7132,5050585,5050585,1,502,502,6.2186,{1: np.int64(1)}
7130,7130,5050082,5050082,1,156,156,5.049856,{0: np.int64(1)}
10492,10492,9759126,9759126,1,1054,1054,6.960348,{0: np.int64(1)}
10494,10494,9761851,9761851,1,2724,2724,7.909857,{1: np.int64(1)}
7125,7125,5049075,5049075,1,390,390,5.966147,{0: np.int64(1)}
7122,7122,5048683,5048683,1,388,388,5.961005,{1: np.int64(1)}
10496,10496,9762760,9762760,1,908,908,6.811244,{0: np.int64(1)}
7119,7119,5048293,5048293,1,58,58,4.060443,{0: np.int64(1)}
10498,10498,9764231,9764231,1,1470,1470,7.293018,{1: np.int64(1)}
10476,10476,9746432,9746432,1,396,396,5.981414,{0: np.int64(1)}
10288,10288,9659838,9659838,1,752,752,6.622736,{0: np.int64(1)}
10290,10290,9660315,9660315,1,476,476,6.165418,{1: np.int64(1)}
10292,10292,9660476,9660476,1,160,160,5.075174,{0: np.int64(1)}
10304,10304,9663527,9663527,1,172,172,5.147494,{1: np.int64(1)}
10307,10307,9663703,9663703,1,174,174,5.159055,{0: np.int64(1)}
10310,10310,9667705,9667705,1,4000,4000,8.29405,{1: np.int64(1)}
10322,10322,9671170,9671170,1,228,228,5.429346,{0: np.int64(1)}
10328,10328,9673190,9673190,1,752,752,6.622736,{0: np.int64(1)}
10334,10334,9673904,9673904,1,342,342,5.834811,{0: np.int64(1)}
10343,10343,9677662,9677662,1,518,518,6.249975,{1: np.int64(1)}
10346,10346,9677838,9677838,1,174,174,5.159055,{0: np.int64(1)}
10352,10352,9682456,9682456,1,1560,1560,7.352441,{0: np.int64(1)}
10359,10359,9682497,9682497,1,20,20,2.995732,{0: np.int64(1)}
10432,10432,9705986,9705986,1,2382,2382,7.775696,{0: np.int64(1)}
10372,10372,9684570,9684570,1,172,172,5.147494,{0: np.int64(1)}
10378,10378,9685074,9685074,1,128,128,4.85203,{0: np.int64(1)}
10390,10390,9692380,9692380,1,1248,1248,7.129298,{0: np.int64(1)}
10396,10396,9696504,9696504,1,1032,1032,6.939254,{0: np.int64(1)}
10403,10403,9696943,9696943,1,220,220,5.393628,{0: np.int64(1)}
7188,7188,5079327,5079327,1,656,656,6.486161,{1: np.int64(1)}
10406,10406,9697315,9697315,1,370,370,5.913503,{1: np.int64(1)}
10408,10408,9697391,9697391,1,75,75,4.317488,{1: np.int64(1)}
7186,7186,5078670,5078670,1,576,576,6.356108,{0: np.int64(1)}
7180,7180,5073403,5073403,1,3068,3068,8.028781,{1: np.int64(1)}
10417,10417,9698243,9698243,1,132,132,4.882802,{0: np.int64(1)}
7174,7174,5070227,5070227,1,13,13,2.564949,{1: np.int64(1)}
7172,7172,5070213,5070213,1,112,112,4.718499,{1: np.int64(1)}
7170,7170,5070100,5070100,1,324,324,5.780744,{0: np.int64(1)}
10366,10366,9683888,9683888,1,348,348,5.852202,{0: np.int64(1)}
7058,7058,5028075,5028075,1,126,126,4.836282,{1: np.int64(1)}
7048,7048,5026434,5026434,1,88,88,4.477337,{0: np.int64(1)}
10624,10624,9862088,9862088,1,3492,3492,8.15823,{0: np.int64(1)}
7036,7036,5026203,5026203,1,44,44,3.78419,{1: np.int64(1)}
7033,7033,5026157,5026157,1,19,19,2.944439,{0: np.int64(1)}
7031,7031,5026137,5026137,1,62,62,4.127134,{0: np.int64(1)}
7026,7026,5026071,5026071,1,2,2,0.693147,{1: np.int64(1)}
7024,7024,5026068,5026068,1,6,6,1.791759,{0: np.int64(1)}
10630,10630,9881478,9881478,1,4848,4848,8.486322,{0: np.int64(1)}
7018,7018,5026040,5026040,1,266,266,5.583496,{0: np.int64(1)}
7015,7015,5025772,5025772,1,264,264,5.575949,{1: np.int64(1)}
7013,7013,5025507,5025507,1,1060,1060,6.966024,{0: np.int64(1)}
7002,7002,5022404,5022404,1,454,454,6.118097,{0: np.int64(1)}
10500,10500,9764722,9764722,1,490,490,6.194405,{0: np.int64(1)}
6994,6994,5021674,5021674,1,166,166,5.111988,{0: np.int64(1)}
6990,6990,5021505,5021505,1,98,98,4.584967,{1: np.int64(1)}
6987,6987,5021405,5021405,1,3240,3240,8.083329,{0: np.int64(1)}
6976,6976,4998613,4998613,1,30048,30048,10.310551,{1: np.int64(1)}
6974,6974,4968564,4968564,1,476,476,6.165418,{0: np.int64(1)}
6972,6972,4968087,4968087,1,1428,1428,7.26403,{1: np.int64(1)}
6970,6970,4966658,4966658,1,374,374,5.924256,{0: np.int64(1)}
6968,6968,4966283,4966283,1,770,770,6.646391,{1: np.int64(1)}
10749,10749,9930431,9930431,1,4,4,1.386294,{0: np.int64(1)}
6966,6966,4965512,4965512,1,155,155,5.043425,{0: np.int64(1)}
6964,6964,4965356,4965356,1,1598,1598,7.376508,{0: np.int64(1)}
10751,10751,9931342,9931342,1,910,910,6.813445,{1: np.int64(1)}
6962,6962,4963757,4963757,1,4791,4791,8.474494,{1: np.int64(1)}
10761,10761,9943738,9943738,1,572,572,6.349139,{1: np.int64(1)}
6998,6998,5021947,5021947,1,270,270,5.598422,{1: np.int64(1)}
7116,7116,5048233,5048233,1,56,56,4.025352,{1: np.int64(1)}
7114,7114,5048176,5048176,1,1208,1208,7.096721,{0: np.int64(1)}
10514,10514,9776972,9776972,1,1920,1920,7.56008,{0: np.int64(1)}
7108,7108,5036140,5036140,1,30,30,3.401197,{0: np.int64(1)}
10516,10516,9777251,9777251,1,278,278,5.627621,{1: np.int64(1)}
10519,10519,9777533,9777533,1,280,280,5.63479,{0: np.int64(1)}
10523,10523,9782008,9782008,1,4472,4472,8.405591,{1: np.int64(1)}
7097,7097,5035461,5035461,1,2154,2154,7.675082,{0: np.int64(1)}
7094,7094,5033305,5033305,1,2152,2152,7.674153,{1: np.int64(1)}
10526,10526,9786095,9786095,1,4085,4085,8.315077,{1: np.int64(1)}
7091,7091,5031151,5031151,1,468,468,6.148468,{0: np.int64(1)}
10528,10528,9787458,9787458,1,1362,1362,7.216709,{0: np.int64(1)}
7088,7088,5030681,5030681,1,906,906,6.809039,{1: np.int64(1)}
7061,7061,5028205,5028205,1,128,128,4.85203,{0: np.int64(1)}
10559,10559,9796938,9796938,1,2,2,0.693147,{1: np.int64(1)}
10562,10562,9796944,9796944,1,4,4,1.386294,{0: np.int64(1)}
10565,10565,9797110,9797110,1,164,164,5.099866,{1: np.int64(1)}
7078,7078,5028959,5028959,1,160,160,5.075174,{1: np.int64(1)}
10567,10567,9797167,9797167,1,56,56,4.025352,{0: np.int64(1)}
10569,10569,9798438,9798438,1,1270,1270,7.146772,{1: np.int64(1)}
10572,10572,9799004,9799004,1,564,564,6.335054,{0: np.int64(1)}
10574,10574,9804517,9804517,1,5512,5512,8.614683,{1: np.int64(1)}
10576,10576,9806356,9806356,1,1838,1838,7.516433,{0: np.int64(1)}
7075,7075,5028797,5028797,1,130,130,4.867534,{0: np.int64(1)}
10585,10585,9817840,9817840,1,3304,3304,8.102889,{1: np.int64(1)}
7068,7068,5028264,5028264,1,32,32,3.465736,{0: np.int64(1)}
10588,10588,9821148,9821148,1,3306,3306,8.103494,{0: np.int64(1)}
10590,10590,9821731,9821731,1,582,582,6.36647,{1: np.int64(1)}
10557,10557,9796935,9796935,1,118,118,4.770685,{0: np.int64(1)}
8565,8565,6179008,6179008,1,1064,1064,6.969791,{1: np.int64(1)}
8563,8563,6177943,6177943,1,8940,8940,9.098291,{0: np.int64(1)}
8561,8561,6169002,6169002,1,26816,26816,10.196754,{1: np.int64(1)}
8558,8558,6142184,6142184,1,7116,7116,8.870101,{0: np.int64(1)}
8555,8555,6135066,6135066,1,7114,7114,8.86982,{1: np.int64(1)}
8553,8553,6127951,6127951,1,28256,28256,10.249061,{0: np.int64(1)}
8551,8551,6099694,6099694,1,84764,84764,11.347626,{1: np.int64(1)}
9116,9116,8039798,8039798,1,894,894,6.795706,{0: np.int64(1)}
8549,8549,6014929,6014929,1,10426,10426,9.252058,{0: np.int64(1)}
8547,8547,6004502,6004502,1,31274,31274,10.350542,{1: np.int64(1)}
8545,8545,5973227,5973227,1,9690,9690,9.17885,{0: np.int64(1)}
8543,8543,5963536,5963536,1,26344,26344,10.178996,{1: np.int64(1)}
8541,8541,5937191,5937191,1,7160,7160,8.876265,{0: np.int64(1)}
9119,9119,8040640,8040640,1,840,840,6.733402,{1: np.int64(1)}
8539,8539,5930030,5930030,1,21480,21480,9.974878,{1: np.int64(1)}
7793,7793,5413749,5413749,1,13,13,2.564949,{0: np.int64(1)}
8535,8535,5877774,5877774,1,88610,88610,11.392,{1: np.int64(1)}
9129,9129,8045546,8045546,1,1762,1762,7.474205,{1: np.int64(1)}
9132,9132,8046128,8046128,1,580,580,6.363028,{0: np.int64(1)}
8515,8515,5783785,5783785,1,582,582,6.36647,{0: np.int64(1)}
9145,9145,8056814,8056814,1,1838,1838,7.516433,{1: np.int64(1)}
9148,9148,8058994,8058994,1,2178,2178,7.686162,{0: np.int64(1)}
9159,9159,8063702,8063702,1,3508,3508,8.162801,{1: np.int64(1)}
9162,9162,8066364,8066364,1,2660,2660,7.886081,{0: np.int64(1)}
